,sequence,Complexity,gemini,eval-gemini_1,eval-gemini_2,eval-gemini_3,claude-3-5-sonnet,eval-claude-3-5-sonnet_1,eval-claude-3-5-sonnet_2,eval-claude-3-5-sonnet_3,chatgpt-4o,eval-chatgpt-4o_1,eval-chatgpt-4o_2,eval-chatgpt-4o_3,mistral,eval-mistral_1,eval-mistral_2,meta,eval-meta_1,eval-meta_2,o1_mini,eval-o1_mini_1,eval-o1_mini_2,cursor_small,eval-cursor_small_1,eval-cursor_small_2,eval-cursor_small_3,chatgpt-o1,eval-chatgpt-o1_1,eval-chatgpt-o1_2,grok,grok_1,grok_2,eval-grok_1,eval-grok_2,gemini-thinking,gemini-thinking_1,eval-gemini-thinking_1
55,"2, 3, 5, 7, 11, 13, 17, 19, 23, 29",2,"[a(n) = nth prime number, a(n) = Prime[n]]","2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37"," 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,[prime numbers starting from 2],"2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,,"[prime(n), 2*n-1]","2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37"," 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23",,"[2^n-1, 2*(2^(n-1))-1]","1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095"," 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095, 8191","[lambda n: nth_prime(n+1) for nth_prime in [lambda n: nth_prime_aux(n, i) for i in range(100)]], [lambda n: prime(n) for prime in [lambda n: prime_aux(n, i) for i in range(100)]]","2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37"," 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",[prime(n)],"2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,[prime(n)],"2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,,"[""print([2,3,5,7,11,13,17,19,23,29])"",""print([p for p in [2,3,5,7,11,13,17,19,23,29]])""]","2,3,5,7,11,13,17,19,23,29","2, 3, 5, 7, 11, 13, 17, 19, 23, 29","[""[i for i in [2, 3, 5, 7, 11, 13, 17, 19, 23, 29]]"", ""def prime(n): for i in range(2, int(n**0.5) + 1): if n % i == 0: return False; return True if n > 1 else False; [i for i in range(2, 30) if prime(i)]""]","[i for i in [2, 3, 5, 7, 11, 13, 17, 19, 23, 29]]","def prime(n): for i in range(2, int(n**0.5) + 1): if n % i == 0: return False; return True if n > 1 else False; [i for i in range(2, 30) if prime(i)]","2, 3, 5, 7, 11, 13, 17, 19, 23, 29","2, 3, 5, 7, 11, 13, 17, 19, 23, 29","[""a_n is the n-th prime number, for n >= 1""]","a_n is the n-th prime number, for n >= 1","2, 3, 5, 7, 11, 13, 17, 19, 23, 29"
56,"1, 11, 21, 1211, 111221",2,[a(n) = Look-and-say sequence],"1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211, 31131211131221, 13211311123113112211, 11131221133112132113212221, 311311222113111231131112132112311321322112111312211312111322212311322113212221",,,[look-and-say sequence],"1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211, 31131211131221, 13211311123113112211, 11131221133112132113212221, 311311222113111231131112132112311321322112111312211312111322212311322113212221",,,"[Look-and-say sequence, a(n) = describe(a(n-1))]","1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211, 31131211131221, 13211311123113112211, 11131221133112132113212221, 311311222113111231131112132112311321322112111312211312111322212311322113212221",,,"[2^n-1, 2*(2^(n-1))-1]","1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095"," 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095, 8191","[lambda n: look_and_say(n) for look_and_say in [lambda n: look_and_say_aux(n, i) for i in range(100)]], [lambda n: next_number(n) for next_number in [lambda n: next_number_aux(n, i) for i in range(100)]]","1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211, 31131211131221, 13211311123113112211, 11131221133112132113212221, 311311222113111231131112132112311321322112111312211312111322212311322113212221"," 1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211, 31131211131221, 13211311123113112211, 11131221133112132113212221, 311311222113111231131112132112311321322112111312211312111322212311322113212221",[Look-and-say sequence],"1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211, 31131211131221, 13211311123113112211, 11131221133112132113212221, 311311222113111231131112132112311321322112111312211312111322212311322113212221",,[look-and-say sequence],"1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211, 31131211131221, 13211311123113112211, 11131221133112132113212221, 311311222113111231131221",,,"[""print([1,11,21,1211,111221])"",""print([int(s)for s in['1','11','21','1211','111221']])""]","1,11,21,1211,111221","1, 11, 21, 1211, 111221","[""[1, 11, 21, 1211, 111221]"", ""*not found*""]","[1, 11, 21, 1211, 111221]",*not found*,"1, 11, 21, 1211, 111221",*not found*,*not found*,*not found,*not found
57,"2, 3, 5, 7, 11, 13, 17, 19, 23, 29",2,"[a(n) = nth prime number, a(n) = Prime[n]]","2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37"," 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,[prime numbers starting from 2],"2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,,"[prime(n), a(n) = pattern prime]","2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37"," 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,"[2^n-1, 2*(2^(n-1))-1]","1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095"," 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095, 8191","[lambda n: nth_prime(n+1) for nth_prime in [lambda n: nth_prime_aux(n, i) for i in range(100)]], [lambda n: prime(n) for prime in [lambda n: prime_aux(n, i) for i in range(100)]]","2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37"," 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",[prime(n)],"2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,[prime(n)],"2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37",,,"[""print([2,3,5,7,11,13,17,19,23,29])"",""print([p for p in [2,3,5,7,11,13,17,19,23,29]])""]","2,3,5,7,11,13,17,19,23,29","2, 3, 5, 7, 11, 13, 17, 19, 23, 29","[""[i for i in [2, 3, 5, 7, 11, 13, 17, 19, 23, 29]]"", ""def prime(n): for i in range(2, int(n**0.5) + 1): if n % i == 0: return False; return True if n > 1 else False; [i for i in range(2, 30) if prime(i)]""]","[i for i in [2, 3, 5, 7, 11, 13, 17, 19, 23, 29]]","def prime(n): for i in range(2, int(n**0.5) + 1): if n % i == 0: return False; return True if n > 1 else False; [i for i in range(2, 30) if prime(i)]","2, 3, 5, 7, 11, 13, 17, 19, 23, 29","2, 3, 5, 7, 11, 13, 17, 19, 23, 29","[""a_n is the n-th prime number, for n >= 1""]","a_n is the n-th prime number, for n >= 1","2, 3, 5, 7, 11, 13, 17, 19, 23, 29"
58,"1, 2, 4, 8, 16, 32, 64, 128, 256, 512",2,"[a(n) = 2^(n-1), a(n) = 2*a(n-1), a(0)=1]","1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048"," 1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048"," 1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048",[2^(n-1)],"1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048",,,"[2^(n-1), a(n) = 2*a(n-1)]","1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048"," 1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048",,"[2^n-1, 2*(2^(n-1))-1]","1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095"," 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095, 8191",[lambda n: 2**n],"2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096",,[2^{n-1}],"1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048",,[2^n],"2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096",,,"[""print([2(i-1) for i in range(1,11)])"",""l=[1];[l.append(l[-1]*2)for _ in range(9)];print(l)""]",*not found,"1, 2, 4, 8, 16, 32, 64, 128, 256, 512","[""[2**i for i in range(10)]"", ""n = 1; [n := n*2 for _ in range(10)]""]",[2**i for i in range(10)],n = 1; [n := n*2 for _ in range(10)],"1, 2, 4, 8, 16, 32, 64, 128, 256, 512","1, 2, 4, 8, 16, 32, 64, 128, 256, 512","[""a_n = 2^(n-1), for n >= 1""]","a_n = 2^(n-1), for n >= 1","1, 2, 4, 8, 16, 32, 64, 128, 256, 512"
59,"1, 3, 7, 15, 31, 63, 127, 255, 511, 1023",2,[a(n) = 2^n - 1],"1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095",,,[2^n - 1],"1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095",,,"[a(n) = 2^n - 1, a(n) = binary addition sequence]","1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095"," 1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095",,"[2^n-1, 2*(2^(n-1))-1]","1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095"," 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095, 8191",[lambda n: 2**n - 1],"1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095",,[2^{n} -1],"1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095",,[2^n - 1],"1, 3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047, 4095",,,"[""print([2i-1 for i in range(1,11)])"",""print([2i-1 for i in range(1,11)])""]","1,3,5,7,9,11,13,15,17,19","1, 3, 5, 7, 9, 11, 13, 15, 17, 19","[""[2**i - 1 for i in range(1, 11)]"", ""def mersenne(i): return 2**i - 1; [mersenne(i) for i in range(1, 11)]""]","[2**i - 1 for i in range(1, 11)]","def mersenne(i): return 2**i - 1; [mersenne(i) for i in range(1, 11)]","1, 3, 7, 15, 31, 63, 127, 255, 511, 1023","3, 7, 15, 31, 63, 127, 255, 511, 1023, 2047","[""a_n = 2^n - 1, for n >= 1""]","a_n = 2^n - 1, for n >= 1","1, 3, 7, 15, 31, 63, 127, 255, 511, 1023"
60,"29, 57, 68, 120, 134, 140, 173, 197, 283, 313",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
61,"24, 26, 36, 40, 184, 226, 244, 384, 391, 423",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
62,"90, 203, 212, 235, 270, 324, 342, 352, 371, 417",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
63,"20, 48, 95, 234, 282, 296, 352, 402, 428, 481",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
64,"62, 98, 130, 154, 290, 315, 324, 385, 408, 447",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
65,"2, 42, 66, 102, 153, 195, 201, 252, 306, 396",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
66,"128, 151, 153, 217, 224, 332, 382, 400, 450, 478",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
67,"26, 50, 114, 148, 160, 170, 274, 347, 432, 497",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
68,"48, 94, 176, 177, 219, 276, 282, 283, 459, 488",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
69,"139, 252, 272, 281, 304, 361, 370, 415, 438, 500",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
70,"15, 95, 115, 195, 240, 318, 326, 350, 432, 450",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
71,"134, 224, 293, 378, 379, 395, 434, 451, 482, 496",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
72,"23, 93, 142, 145, 245, 266, 296, 317, 428, 495",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
73,"18, 39, 71, 194, 197, 219, 263, 270, 416, 473",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
74,"9, 84, 144, 170, 325, 393, 401, 405, 435, 497",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
75,"26, 40, 202, 267, 282, 340, 359, 408, 410, 495",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
76,"34, 92, 164, 165, 209, 296, 414, 456, 467, 494",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
77,"16, 119, 121, 123, 135, 139, 285, 311, 409, 412",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
78,"8, 11, 12, 103, 116, 196, 247, 254, 389, 427",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
79,"12, 36, 96, 119, 171, 213, 221, 232, 363, 451",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
80,"38, 91, 142, 197, 215, 313, 316, 319, 423, 466",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
81,"7, 42, 147, 201, 213, 248, 310, 332, 436, 479",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
82,"27, 101, 105, 164, 245, 290, 304, 441, 449, 490",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
83,"4, 11, 29, 106, 214, 283, 296, 298, 360, 497",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
84,"72, 106, 139, 165, 171, 192, 199, 429, 453, 477",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
85,"187, 218, 260, 295, 301, 314, 379, 410, 452, 469",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
86,"29, 63, 95, 140, 150, 190, 221, 437, 482, 491",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
87,"3, 11, 84, 144, 156, 177, 188, 199, 229, 284",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
88,"26, 94, 98, 137, 176, 301, 323, 330, 372, 444",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
89,"39, 81, 88, 210, 215, 378, 416, 430, 439, 490",3,*not found,*not found,*not found,*not found,*not found,*not found,,,*not found  ,*not found  ,*not found  ,,*not found,*not found,,*not found,*not found,,*not found,*not found,,*not found,*not found,*not found,,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found,*not found
