question,options,correct_answer,correct_index,inference,similarity,is_correct,accumulated_accuracy,cycle_time (sec),elapsed_time (sec)
"A 36-year-old woman is brought to the emergency department because of lightheadedness, weakness, and abdominal pain for 6 hours. Over the past 3 days, she has also had severe nausea, vomiting, and watery diarrhea. She was diagnosed with pulmonary sarcoidosis 2 years ago. Current medications include prednisone. Her temperature is 38.9°C (102.0°F), pulse is 112/min, and blood pressure is 85/50 mm Hg. Physical examination shows a round face with prominent preauricular fat pads. Her fingerstick blood glucose concentration is 48 mg/dL. Further evaluation is most likely to show which of the following laboratory changes?",(A) Increased cortisol (B) Decreased corticotropin-releasing hormone (C) Decreased norepinephrine (D) Increased adrenocorticotropic hormone,Decreased corticotropin-releasing hormone,(B),(B) Decreased corticotropin-releasing horm,0.80822432,TRUE,36.29721107,4.89,49112.52
"A 59-year-old woman presents to her primary care physician for trouble sleeping. The patient states that when she goes to bed at night she has an urge to get up out of bed and walk around. The patient often wakes her husband when she does this which irritates him. She states that there is a perpetual uneasiness and feeling of a need to move at night which is relieved by getting up and walking around. The patient denies symptoms during the day. She works as a mail carrier and is nearing retirement. She has a past medical history of anxiety, depression, irritable bowel syndrome, and dysmenorrhea. She is not currently taking any medications. Her temperature is 99.5°F (37.5°C), blood pressure is 157/98 mmHg, pulse is 80/min, respirations are 17/min, and oxygen saturation is 98% on room air. Physical exam reveals 5/5 strength in the upper and lower extremities, 2+ reflexes in the upper and lower extremities, a stable gait pattern, and normal sensation. Cardiopulmonary and abdominal exams are within normal limits. Which of the following is the best initial step in management?",(A) Alprazolam (B) Ferrous sulfate (C) Iron studies (D) Pramipexole,Iron studies,(C),(D) Pramipexole.,-0.039853472,FALSE,36.29347602,5.99,49118.51
"A 4-year-old boy is brought by his mother to the emergency room for malaise, dizziness, and sleepiness. The mother owns a dry cleaning shop and found her son in the back room with an open canister of carbon tetrachloride, one of their cleaning fluids. The boy reports feeling nauseous and has a mild headache. He has a history of spastic hemiplegic cerebral palsy and is seen regularly by a pediatric neurologist. He is otherwise healthy and takes no medications. His temperature is 98.6°F (37°C), blood pressure is 105/55 mmHg, pulse is 105/min, and respirations are 22/min. On exam, he appears tired and drowsy but is able to answer questions. He has increased tone in his left upper and lower extremities. Which of the following is most likely to be affected by this patient's exposure to the dry cleaning fluid?",(A) Bone marrow (B) Gastric mucosa (C) Hepatocytes (D) Myocardium,Hepatocytes,(C),(C) Hepatocytes. Explanation: Carbon tet,0.754884303,TRUE,36.30003087,5.32,49123.83
"A 73-year-old male is brought into the ED unconscious with cold, clammy skin. His blood pressure is 65 over palpable. There is no signs of blood loss. You recognize the patient is in acute shock and blood is drawn for investigation as resuscitation is initiated. Which of the following might you expect in your laboratory investigation for this patient?",(A) Increased arterial pH (B) Increased serum ketones (C) Decreased hemoglobin (D) Increased blood lactate,Increased blood lactate,(D),(D) Increased blood lactate.,0.92535907,TRUE,36.30658436,3.32,49127.14
"A 65-year-old woman presents to the clinic for a routine checkup. She has unintentionally lost 4.5 kg (9.9 lb) in the past month but denies any other complaints. Her pulse rate is 90/min, respiratory rate is 18/min, temperature is 37.0°C (98.6°F), and blood pressure is 150/70 mm Hg. An irregularly irregular rhythm is heard on auscultation of the heart. Neck examination shows a markedly enlarged thyroid with no lymphadenopathy or bruit. Laboratory tests show low serum thyroid-stimulating hormone level, high T4 level, absent thyroid-stimulating immunoglobulin, and absent anti-thyroid peroxidase antibody. Nuclear scintigraphy shows patchy uptake with multiple hot and cold areas. Which of the following is the most likely diagnosis?",(A) Graves’ disease (B) Hashimoto’s thyroiditis (C) Subacute granulomatous thyroiditis (D) Toxic multinodular goiter,Toxic multinodular goiter,(D),B. Hashimoto's thyroiditis.,0.32776159,FALSE,36.3028495,5.38,49132.52
"A 79-year-old man presents to the emergency department with abdominal pain. The patient describes the pain as severe, tearing, and radiating to the back. His history is significant for hypertension, hyperlipidemia, intermittent claudication, and a 60 pack-year history of smoking. He also has a previously diagnosed stable abdominal aortic aneurysm followed by ultrasound screening. On exam, the patient's temperature is 98°F (36.7°C), pulse is 113/min, blood pressure is 84/46 mmHg, respirations are 24/min, and oxygen saturation is 99% on room air. The patient is pale and diaphoretic, and becomes confused as you examine him. Which of the following is most appropriate in the evaluation and treatment of this patient?",(A) Abdominal CT with contrast (B) Abdominal CT without contrast (C) Abdominal MRI (D) Surgery,Surgery,(D),(B) Abdominal CT without contrast. The patient's symptoms,0.347246885,FALSE,36.29911541,4.98,49137.5
"A 66-year old man comes to the physician because of fatigue for 6 months. He says that he wakes up every morning feeling tired. Most days of the week he feels sleepy during the day and often takes an afternoon nap for an hour. His wife says he snores in the middle of the night. He has a history of heart failure and atrial fibrillation. His medications include aspirin, atorvastatin, lisinopril, metoprolol, and warfarin. He drinks 1–2 glasses of wine daily with dinner; he does not smoke. He is 175 cm (5 ft 9 in) tall and weighs 96 kg (212 lb); BMI is 31.3 kg/m2. His blood pressure is 142/88 mm Hg, pulse is 98/min, and respirations are 22/min. Examination of the oral cavity shows a low-lying palate. Cardiac examination shows an irregularly irregular rhythm and no murmurs. The remainder of the examination shows no abnormalities. Which of the following is the most appropriate next step in management?",(A) ENT evaluation (B) Overnight pulse oximetry (C) In-laboratory polysomnography (D) Echocardiography,In-laboratory polysomnography,(C),(B) Overnight pulse oximetry.,0.326167822,FALSE,36.29538208,6.08,49143.58
A previously healthy 48-year-old man comes to the physician because of a 2-week history of a nonpruritic rash on his right forearm. The rash began as pustules and progressed to form nodules and ulcers. He works as a gardener. Physical examination shows right axillary lymphadenopathy and the findings in the photograph. Which of the following is the most likely causal organism?,(A) Pseudomonas aeruginosa (B) Bartonella henselae (C) Blastomyces dermatitidis (D) Sporothrix schenckii,Sporothrix schenckii,(D),(B) Bartonella henselae,0.233149946,FALSE,36.29164953,3.56,49147.14
"A 3-year-old boy is brought to the physician because of arm pain following a fall that took place 5 hours ago. According to his mother, the boy was running in the yard when he fell and injured his right arm. The boy is crying and clutching his arm. During the past year, he has been brought in 4 other times for extremity pain following falls, all of which have been diagnosed as long bone fractures. He is at the 10th percentile for height and 25th percentile for weight. His temperature is 37.3°C (99.1°F), pulse is 95/min, respirations are 21/min, and blood pressure is 97/68 mm Hg. His right forearm is diffusely erythematous. The patient withdraws and yells when his forearm is touched. His left arm has two small ecchymotic regions overlying the elbow and wrist. A photograph of his face is shown. An x-ray of the right forearm shows a transverse mid-ulnar fracture with diffusely decreased bone density. Which of the following is the most likely cause of this patient's symptoms?","(A) Non-accidental injury (B) Type 2 collagen defect (C) Type 3 collagen defect (D) Type 1 collagen defect
""","Type 1 collagen defect
""",(D),The most likely cause of this patient's symptoms is a type 1,0.422842741,FALSE,36.28791774,6.34,49153.48
"An investigator is studying the immunologic response to a Staphylococcus aureus toxin in a mouse model. Fourteen days after injecting mice with this toxin, he isolates antibodies against neutrophil proteinase 3 in their sera. A patient with high concentrations of these antibodies would most likely present with which of the following clinical features?",(A) Polyneuropathy and melena (B) Visual impairment and jaw claudication (C) Nasal mucosal ulcerations and hematuria (D) Genital ulcers and anterior uveitis,Nasal mucosal ulcerations and hematuria,(C),(A) Polyneuropathy and melena. Explanation:,0.143748313,FALSE,36.28418672,3.72,49157.2
"A 32-year-old woman presents to her gynecologist’s office complaining of increasing fatigue. She mentions that she has been feeling this way over the past few months especially since her menstrual periods started becoming heavier than usual. She denies any abdominal pain, except for cramps during menstruation which are sometimes severe. She has never required medical care in the past except for occasional bouts of flu. She mentions that she is very tired even after a good night's sleep and is unable to do anything around the house once she returns from work in the evening. There are no significant findings other than conjunctival pallor. Her blood test results show a hemoglobin level of 10.3 g/dL, hematocrit of 24%, ferritin of 10 ng/mL and a red cell distribution width of 16.5%. Her peripheral blood smear is shown in the picture. Which of the following is the next best step in the management of this patient?",(A) Blood transfusion (B) Ultrasound of the pelvis (C) Vitamin B12 levels (D) Iron supplementation,Ultrasound of the pelvis,(B),(B) Ultrasound of the pelvis. The patient's sympt,0.88769424,TRUE,36.29073712,5.28,49162.47
"A 5-year-old boy is brought to the clinic for recurrent bedwetting. The child has an intellectual disability; thus, the mother is providing most of the history. She states that the child constantly drinks fluids and has a difficult time making it to the bathroom as often as he needs. Therefore, he sometimes wets himself during the day and at night. She has tried bedwetting alarms with no success. Review of systems is negative. His past medical history is unremarkable expect for moderate growth retardation. His temperature is 99.5°F (37.5°C), blood pressure is 80/54 mmHg, pulse is 90/min, respirations are 20/min, and oxygen saturation is 99% on room air. Routine laboratory tests and a 24 hour urine test are shown below.

Serum:
Na+: 138 mEq/L
Cl-: 90 mEq/L
K+: 2.5 mEq/L
HCO3-: 35 mEq/L 
BUN: 9 mg/dL 
Glucose: 98 mg/dL
Creatinine: 1.0 mg/dL
Thyroid-stimulating hormone: 1.2 µU/mL
Ca2+: 9.1 mg/dL
AST: 13 U/L
ALT: 10 U/L
pH: 7.49

Urine:
Epithelial cells: 5 cells
Glucose: Negative
WBC: 0/hpf
Bacterial: None
Protein: 60 mg/24h (Normal: < 150 mg/24h)
Calcium: 370 mg/24h (Normal: 100-300 mg/24h)
Osmolality 1600 mOsmol/kg H2O (Normal: 50-1400 mOsmol/kg H2O)

What is the most likely explanation for this patient’s findings?",(A) Defect of NaCl reabsorption at the distal collecting tube (B) Defect of Na+/K+/2Cl- cotransporter at the thick ascending loop of Henle (C) Generalized reabsorptive defect in the proximal collecting tube (D) Hereditary deficiency of 11B-hydroxysteroid dehydrogenase,Defect of Na+/K+/2Cl- cotransporter at the thick ascending loop of Henle,(B),(A) Defect of NaCl reabsorption at the distal,0.43295902,FALSE,36.28700658,13.52,49176
"A 3-week-old newborn is brought to the emergency department by his parents because of 4 episodes of vomiting that occurred that morning. The parents report that the vomit was yellowish-green with no blood in it. The patient was born at 38 weeks' gestation via vaginal delivery and has generally been healthy. He has passed normal stools each day. There is no family history of serious illness. He appears irritable and pale. His temperature is 37.0°C (98.6°F), pulse is 146/min, and blood pressure is 90/55 mm Hg. Examination shows a soft, mildly distended abdomen with no masses or organomegaly. A nasogastric tube is inserted and intravenous fluid resuscitation is initiated. An x-ray shows no gas distal to the duodenum. Which of the following is the most appropriate next step in management?",(A) Laparoscopy (B) Upper gastrointestinal contrast series (C) Emergent exploratory laparotomy (D) Flexible sigmoidoscopy,Upper gastrointestinal contrast series,(B),The most appropriate next step in management would be (B) Upper gastroint,0.270216465,TRUE,36.29355535,5.24,49181.24
A 36-year-old woman comes to the physician because of a 2-week history of progressively worsening pain on the outer side of her left elbow. She does not recall any trauma to the area. The patient plays badminton recreationally. Examination shows tenderness over the lateral surface of the left distal humerus. The pain is reproduced by supinating the forearm against resistance. Which of the following is the most likely underlying cause of this patient's pain?,(A) Excessive stress to bone (B) Bursal inflammation (C) Repeated wrist extension (D) Repeated wrist flexion,Repeated wrist extension,(C),(B) Bursal inflammation.,0.11856705,FALSE,36.28982528,3.41,49184.65
"A 12-year-old girl is brought to an oncologist, as she was recently diagnosed with a rare form of cancer. Cytogenetic studies reveal that the tumor is responsive to vinblastine, which is a cell-cycle specific anticancer agent. It acts on the M phase of the cell cycle and inhibits the growth of cells. Which of the following statements best describes the regulation of the cell cycle?",(A) Cyclin-dependent activation of CDK1 (CDC2) takes place upon the entry of a cell into M phase of the cell cycle. (B) EGF from a blood clot stimulates the growth and proliferation of cells in the healing process. (C) Inhibitors of DNA synthesis act in the M phase of the cell cycle. (D) Replication of the genome occurs in the M phase of the cell cycle.,Cyclin-dependent activation of CDK1 (CDC2) takes place upon the entry of a cell into M phase of the cell cycle.,(A),(C) Inhibitors of DNA synthesis act in the M phase of,0.344379246,FALSE,36.28609598,4.39,49189.05
"A 12-year-old boy presents to the pediatrician for a routine checkup. He and his family immigrated from Pakistan to the United States when he was 9 years of age. Per his mother, he had measles when he was 4 years of age and a high fever following a sore throat at the age 7. He received all appropriate vaccinations when he arrived in the United States. He takes no medications. He does well academically and plays soccer in a recreational league. He was born at 38 weeks gestation. His temperature is 98.4°F (36.9°C), blood pressure is 115/65 mmHg, pulse is 80/min, and respirations are 18/min. On exam, he is a healthy boy in no apparent distress. Breath sounds are equal bilaterally with good aeration. Fixed splitting of the second heart sound is noted on auscultation. Without adequate treatment, this patient will be at increased risk for developing which of the following?",(A) Acute endocarditis (B) Extra-cardiac left-to-right shunting (C) Mitral stenosis (D) Reversal of left-to-right shunting,Reversal of left-to-right shunting,(D),(B) Extra-cardiac left-to-right shunting,0.760428369,FALSE,36.28236745,5.47,49194.52
"A 68-year-old man seeks evaluation at an office with a complaint of breathlessness of several months duration. He is able to do his daily tasks, but says that he is not as efficient as before. His breathlessness has been progressive with the recent onset of a dry cough. The past medical history is significant for a cardiac arrhythmia that is being treated with an anti-arrhythmic. He has never smoked cigarettes and is a social drinker. His pulse is 87/min and regular and the blood pressure is 135/88 mm Hg. Bilateral basal inspiratory crackles are present on auscultation of the chest from the back. A chest X-ray image shows peripheral reticular opacities with a coarse reticular pattern. A high-resolution CT scan of the chest reveals patchy bibasilar reticular opacities. Which of the following medications is most likely responsible for this patient’s condition?",(A) Amiodarone (B) Lidocaine (C) Sotalol (D) Verapamil,Amiodarone,(A),(C) Sotalol.,0.059159413,FALSE,36.27863968,4.58,49199.1
A child with which of the following diseases would have the highest morbidity from being outside during a hot summer day?,(A) Tay-Sachs disease (B) Cystic fibrosis (C) Cerebral palsy (D) Asthma,Cystic fibrosis,(B),(D) Asthma. Explanation: Asthma is a,0.188330024,FALSE,36.27491268,2.68,49201.78
An investigator is studying bone metabolism and compares the serum studies and bone biopsy findings of a cohort of women 25–35 years of age with those from a cohort of women 55–65 years of age. Which of the following processes is most likely to be increased in the cohort of older women?,(A) Expression of RANK ligand (B) Demineralization of bone with normal osteoid matrix (C) Urinary excretion of cyclic AMP (D) Urinary excretion of osteocalcin,Expression of RANK ligand,(A),(B) Deposition of mineral in bone is most likely to be,0.110229135,FALSE,36.27118644,3.52,49205.3
"An 82-year-old man comes to the physician complaining of frequent urination, especially at night, and difficulty initiating urination. However, he points out that his symptoms have improved slightly since he started terazosin 2 months ago. He has a history of stable angina. Other medications include nitroglycerin, metoprolol, and aspirin. His blood pressure is 125/70 mm Hg and pulse is 72/min. On examination, the urinary bladder is not palpable. He has a normal anal sphincter tone and a bulbocavernosus muscle reflex. Digital rectal exam shows a prostate size equivalent to three finger pads without fluctuance or tenderness. The 24-hour urinary volume is 2.5 liters. Laboratory studies show:
Urine
Protein negative
RBC none
WBC 1–2/hpf
Hemoglobin negative
Bacteria none
Ultrasonography shows an estimated prostate size of 50 grams, a post-void residual volume of 120 mL, and urinary bladder wall trabeculation without any hydronephrosis. In addition to controlled fluid intake, which of the following is the most appropriate additional pharmacotherapy at this time?",(A) Finasteride (B) Oxybutynin (C) Tadalafil (D) Tamsulosin,Finasteride,(A),(B) Oxybutynin,0.232710212,FALSE,36.26746097,6.38,49211.68
"A 53-year-old woman with rheumatoid arthritis comes to the physician for a follow-up examination one week after being discharged from the hospital. While she was in the hospital, she received acetaminophen and erythropoietin. This patient most likely has which of the following additional conditions?",(A) Factor VIII deficiency (B) Vitamin K deficiency (C) Anemia of chronic disease (D) Immune thrombocytopenic purpura,Anemia of chronic disease,(C),C.,0.145617589,TRUE,36.27400637,2.94,49214.62
"A 24-year-old man presents to the emergency department after an altercation at a local bar. The patient was stabbed in the abdomen with a 6 inch kitchen knife in the epigastric region. His temperature is 97°F (36.1°C), blood pressure is 97/68 mmHg, pulse is 127/min, respirations are 19/min, and oxygen saturation is 99% on room air. Physical exam is notable for the knife in the patient’s abdomen in the location where he was initially stabbed. The patient is started on blood products and IV fluids. Which of the following is the best next step in management?",(A) Diagnostic peritoneal lavage (B) Exploratory laparoscopy (C) Exploratory laparotomy (D) Focused assessment with sonography in trauma (FAST) exam,Exploratory laparotomy,(C),(C) Exploratory laparotomy.,0.953938842,TRUE,36.28055042,4.34,49218.96
"A 68-year-old man is brought to the emergency department 30 minutes after collapsing on the street. On arrival, he is obtunded. His pulse is 110/min and blood pressure is 250/120 mm Hg. A CT scan of the head shows an intracerebral hemorrhage involving bilateral thalamic nuclei and the third ventricle. Cortical detection of which of the following types of stimuli is most likely to remain unaffected in this patient?",(A) Gustatory (B) Visual (C) Olfactory (D) Proprioception,Olfactory,(C),(D) Proprioception. Explanation: The patient's sympt,0.146133304,FALSE,36.27682514,3.66,49222.62
Which of the following events is likely to occur in the germinal center?,(A) Development of early pro-B cells (B) Development of immature B cells (C) Isotype switching (D) Formation of double-positive T cells,Isotype switching,(C),C) Isotype switching. Explanation: In the germinal center,0.510353029,TRUE,36.28336756,2.79,49225.41
"A 2-week-old infant is brought to the physician by her father because of a 1-week history of vaginal discharge. The discharge was initially clear, but now he notices that it is tinged with blood. The father is also concerned about “bruises” on his daughter's back and buttocks. Both parents work so that the infant spends most of her time in daycare or with her aunt. She was born at term following a pregnancy complicated by maternal gonococcal infection that was treated with antibiotics. She appears well. Physical examination shows mild acne across her cheeks and forehead. There are multiple large flat gray-blue patches on her back and buttocks. An image of one of the lesions is shown. Firm breast buds are present. Genitourinary examination shows erythema and swelling of the vulva and vagina with an odorless, blood-stained white discharge. Which of the following is the most appropriate next step in management?",(A) Reassurance (B) Ceftriaxone and doxycycline therapy (C) Leuprolide therapy (D) Fluconazole therapy,Reassurance,(A),(B) Ceftriaxone and doxycycline therapy,0.194639444,FALSE,36.27964275,5.6,49231.02
"An 11-year-old boy is brought to the physician for a follow-up examination. He has been having difficulties with his schoolwork over the past 4 years. He has a seizure disorder treated with valproic acid. He was able to walk independently at the age of 3 years and was able to use a fork and spoon at the age of 4 years. He is at the 40th percentile for height and 60th percentile for weight. Vitals signs are within normal limits. Examination shows multiple freckles in the axillary and groin skin folds as well as scoliosis. There are 14 hyperpigmented macules over the back and chest. There are multiple soft, painless nodules over the extremities and the trunk. Ophthalmic examination shows hyperpigmented iris nodules bilaterally. This patient is at increased risk for which of the following conditions?","(A) Optic glioma (B) Glaucoma (C) Renal cell carcinoma (D) Giant cell astrocytoma
""",Optic glioma,(A),(A) Optic glioma.,0.961876512,TRUE,36.28618354,4.55,49235.57
"A 54-year-old woman presents with increasing shortness of breath on exertion for the past few months. She also complains of associated fatigue and some balance issues. The patient denies swelling of her feet and difficulty breathing at night or while lying down. Physical examination is significant for conjunctival pallor. A peripheral blood smear reveals macrocytosis and hypersegmented granulocytes. Which of the following substances, if elevated in this patient’s blood, would support the diagnosis of vitamin B12 deficiency?",(A) Methionine (B) Cysteine (C) Homocysteine (D) Methylmalonyl-CoA,Methylmalonyl-CoA,(D),(C) Homocysteine.,0.464530468,FALSE,36.2824592,3.64,49239.2
"A 41-year-old construction worker presents to the office complaining of a progressively worsening breathlessness for the last 2 months. He has no other complaints. His medical history is significant for hypertension being treated with lisinopril-hydrochlorothiazide and gastroesophageal reflux disease being treated with pantoprazole. He has a 30-pack-year smoking history and drinks alcohol on the weekends. He works mainly with insulation and drywall placing. His temperature is 37.0°C (98.6°F), the blood pressure is 144/78 mm Hg, the pulse is 72/min, and the respirations are 10/min. Upon further questioning about his employment, the patient admits that he does not regularly use a mask or other protective devices at work. Which of the following malignancies is this patient most likely at risk for?
 ",(A) Mesothelioma (B) Bronchogenic carcinoma (C) Hepatocellular carcinoma (D) Aortic aneurysm,Bronchogenic carcinoma,(B),(B) Bronchogenic carcinoma. The patient's history,0.912631691,TRUE,36.28899836,5.31,49244.51
"A 28-year-old woman is brought to the emergency department by her friends. She is naked except for a blanket and speaking rapidly and incoherently. Her friends say that she was found watering her garden naked and refused to put on any clothes when they tried to make her do so, saying that she has accepted how beautiful she is inside and out. Her friends say she has also purchased a new car she can not afford. They are concerned about her, as they have never seen her behave this way before. For the past week, she has not shown up at work and has been acting ‘strangely’.  They say she was extremely excited and has been calling them at odd hours of the night to tell them about her future plans. Which of the following drug mechanisms will help with the long-term management this patient’s symptoms?",(A) Inhibit the reuptake norepinephrine and serotonin from the presynaptic cleft (B) Inhibition of inositol monophosphatase and inositol polyphosphate 1-phosphatase (C) Increase the concentration of dopamine and norepinephrine at the synaptic cleft (D) Modulate the activity of Ƴ-aminobutyric acid receptors,Inhibition of inositol monophosphatase and inositol polyphosphate 1-phosphatase,(B),(B) Inhibition of inositol monophosphatase,0.907627881,TRUE,36.29553617,5.63,49250.14
"A 25-year-old woman presents with intense vaginal pruritus and pain for the past week. She says the pain is worse when she urinates. Her last menstrual period was 4 weeks ago. She is sexually active, has a single partner, and uses condoms infrequently. She denies any recent history of fevers, chills, abdominal or flank pain, or menstrual irregularities. Her past medical history is significant for systemic lupus erythematosus (SLE), diagnosed 5 years ago and managed medically. Her current medications include prednisone and oral contraceptives. The patient is afebrile and her vital signs are within normal limits. Physical examination is significant for a small amount of discharge from the vagina, along with severe inflammation and scarring. The discharge is thick, white, and has the consistency of cottage cheese. The vaginal pH is 4.1. The microscopic examination of potassium hydroxide (KOH) mount of the vaginal discharge reveals pseudohyphae. A urine pregnancy test is negative. Which of the following would be the most appropriate treatment for this patient’s condition?",(A) Oral fluconazole for the patient alone (B) Oral fluconazole for the patient and her sexual partner (C) Oral metronidazole for the patient and her sexual partner (D) A single dose of azithromycin,Oral fluconazole for the patient alone,(A),The most appropriate treatment for this patient’s condition would be option (B),0.358922303,FALSE,36.29181203,7.12,49257.26
"A 28-year-old man presents to the office complaining of a sore throat, difficulty swallowing, and difficulty opening his mouth for the past 5 days. He states that he had symptoms like this before and ""was given some antibiotics that made him feel better"". He is up to date on his immunizations. On examination, his temperature is 39.5°C (103.2°F) and he has bilateral cervical lymphadenopathy. An oropharyngeal exam is difficult, because the patient finds it painful to fully open his mouth. However, you are able to view an erythematous pharynx as well as a large, unilateral lesion superior to the left tonsil. A rapid antigen detection test is negative. Which of the following is a serious complication of the most likely diagnosis?",(A) Lemierre syndrome (B) Infectious mononucleosis (C) Whooping cough (D) Diphtheria,Lemierre syndrome,(A),(B) Infectious mononucleosis.,0.435924292,FALSE,36.28808864,4.75,49262.01
"A healthy 48-year-old presents for a well-patient visit. He has no symptoms and feels well. Past medical history is significant for asthma, chronic sinusitis, and nasal polyps. He occasionally takes diphenhydramine for allergies. Both of his parents and an elder brother are in good health. Today, his blood pressure is 119/81 mm Hg, heart rate is 101/min, respiratory rate is 21/min, and temperature 37°C (98.6°F). Routine screening blood work reveals elevated total cholesterol. The patient asks if he should take low-dose aspirin to reduce his risk of stroke and heart attack. Of the following, which is the best response?","(A) Yes, aspirin therapy is recommended. (B) Yes, but only every other day. (C) No, because all chronic sinusitis carries aspirin-complications. (D) Have you had a reaction to aspirin in the past?",Have you had a reaction to aspirin in the past?,(D),"The best response would be (A) Yes, aspirin therapy is",0.696875334,FALSE,36.28436602,5.07,49267.08
"A 24-day-old neonate is brought to the emergency department by his parents with high-grade fever, inability to feed, and lethargy. Since his birth, he was active and energetic, feeding every 2-3 hours and making 6-8 wet diapers every day until 2 days ago when he vomited twice, developed diarrhea, and slowly became lethargic. The boy was born at 39 weeks gestation via spontaneous vaginal delivery. He is up to date on all vaccines and is meeting all developmental milestones. He has not been in contact with any sick people lately. Today, his temperature is 39.4°C (102.9°F). He looks floppy and is unresponsive and difficult to rouse. Physical exam reveals a bulging anterior fontanelle. He is admitted to the NICU with the suspicion of neonatal meningitis, cerebrospinal fluid analysis is ordered, and empiric antibiotics are started. Which of the following structures will be punctured during the lumbar puncture procedure?",(A) Denticulate ligament (B) Dura layer (C) Pia layer (D) Anterior Longitudinal Ligament,Dura layer,(B),(B) Dura layer.,0.93388617,TRUE,36.29090163,5.27,49272.36
"Five days after undergoing an open abdominal aortic aneurysm repair, a 68-year-old woman has crampy abdominal pain. During this period, she has also had two episodes of loose, bloody stools. Her surgery was complicated by severe blood loss requiring the administration of vasopressors and multiple transfusions. Cefazolin was administered as a perioperative antibiotic. The patient has hypertension, hypercholesterolemia, and coronary artery disease. The patient has smoked 2 packs of cigarettes daily for 50 years and drinks 3–4 glasses of wine every week. Her current medications include hydrochlorothiazide, atorvastatin, amlodipine, aspirin, and metoprolol. She appears ill. Her temperature is 38.0°C (100.4°F), pulse is 110/min, and blood pressure is 96/58 mm Hg. Physical examination shows a distended abdomen with absent bowel sounds. The abdomen is exquisitely tender to palpation in all quadrants. The lungs are clear to auscultation. Cardiac examination shows an S4 gallop. An x-ray of the abdomen shows air-filled distended bowel. Which of the following is the most likely diagnosis?",(A) Postoperative ileus (B) Pseudomembranous colitis (C) Ischemic colitis (D) Abdominal aortic aneurysm rupture,Ischemic colitis,(C),The most likely diagnosis is (B) Pseudomembranous colitis,0.581115961,FALSE,36.28717949,7.46,49279.81
"A 55-year-old woman comes to the emergency room 30 minutes after the sudden onset of chest pain radiating to the left shoulder. Prior to the onset of her symptoms, she was lying in bed because of a migraine headache. Episodes of similar chest pain usually resolved after a couple of minutes. She has smoked one pack of cigarettes daily for 20 years. Her only medication is sumatriptan. An ECG shows ST-segment elevations in the anterior leads. Serum troponins are negative on two successive blood draws and ECG shows no abnormalities 30 minutes later. Administration of which of the following is most likely to prevent further episodes of chest pain in this patient?","(A) Ramipril (B) Clopidogrel (C) Propranolol (D) Diltiazem
""","Diltiazem
""",(D),(C) Propranolol.,0.263879806,FALSE,36.28345811,4.09,49283.9
"A 34-year-old woman, gravida 2, para 2, is admitted to the hospital because of shortness of breath and fatigue 2 weeks after delivery of a full-term female newborn. She has no history of major medical illness. Cardiac examination on admission shows an S3 gallop and a grade 2/6 holosystolic murmur heard best at the apex. Treatment is initiated with intravenous furosemide and captopril. Her symptoms resolve, and 3 weeks later, cardiac examination shows no murmur. Which of the following is the most likely explanation for the initial auscultation findings?",(A) Mitral annular dilatation (B) Myxomatous mitral valve degeneration (C) Mitral valve leaflet fibrosis (D) Mitral annular calcification,Mitral annular dilatation,(A),(B) Myxomatous mitral valve degeneration.,0.44198364,FALSE,36.27973749,4.4,49288.3
"A 31-year-old woman presents to the physician for a routine health maintenance examination. She feels well and has no current complaints. She has no history of serious illness and takes no medications. The vital signs include: blood pressure 185/110 mm Hg, pulse 75/min, and respiration rate 12/min. Her high blood pressure is confirmed during a 2nd visit. Neurologic examination shows no abnormalities. Careful auscultation of the abdomen reveals bruits in both upper quadrants near the midline. The remainder of the physical exam is unremarkable. The results of a complete blood count (CBC), renal function panel, and urinalysis showed no abnormalities. Conventional angiography confirms bilateral disease involvement. To control this patient’s hypertension, it is most appropriate to recommend which of the following?",(A) Dietary salt restriction (B) Percutaneous transluminal angioplasty (C) Surgical endarterectomy (D) Calorie restriction and weight loss,Percutaneous transluminal angioplasty,(B),(A) Dietary salt restriction,-0.054152086,FALSE,36.27601764,4.85,49293.15
"A 57-year-old man is brought to the emergency department after having chest pain for the last hour. He rates his pain as 8/10, dull in character, and says it is associated with sweating and shortness of breath. He has a history of diabetes and hypercholesterolemia. His current medication list includes amlodipine, aspirin, atorvastatin, insulin, and esomeprazole. He has smoked 2 packs of cigarettes per day for the past 25 years. His blood pressure is 98/66 mm Hg, pulse is 110/min, oxygen saturation is 94% on room air, and BMI is 31.8 kg/m2. His lungs are clear to auscultation. An electrocardiogram (ECG) is shown below. The patient is given 325 mg of oral aspirin and sublingual nitroglycerin. What is the most appropriate next step in the management of this condition?",(A) Echocardiography (B) Metoprolol (C) Observation (D) Percutaneous coronary intervention,Percutaneous coronary intervention,(D),(C) Observation. The patient's symptoms are consistent with un,0.236576051,FALSE,36.27229854,5.76,49298.91
