sequence,complexity,length_type,language,q_length,answer,a_length,temperature,real_code,print_code,no_code,explanation,no_sense
"Complexity: 4[ 4, 11, 29, 106, 214, 283, 296, 298, 360, 49]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #4
DO ,2 <- #11
DO ,3 <- #29
DO ,4 <- #106
DO ,5 <- #214
DO ,6 <- #283
DO ,7 <- #296
DO ,8 <- #298
DO ,9 <- #360
DO ,10 <- #497
DO ,11 <- #0
DO COME FROM (2)
(1) DO ,1 SUB #1 <- #10
DO ,11 SUB #1 <- #1
DO (2) NEXT
PLEASE GIVE UP
```",253,0.2,0,0,0,0,0
"Complexity: 4[ 72, 106, 139, 165, 171, 192, 199, 429, 453, 47]",4,0,INTERCAL,182,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #72
DO ,4 <- #34
DO ,5 <- #33
DO ,6 <- #26
DO ,7 <- #6
DO ,8 <- #21
DO ,9 <- #7
DO ,10 <- #230
DO ,11 <- #24
DO ,12 <- #24
PLEASE DO ,1 SUB #1 <- ,3
DO ,2 SUB #1 <- ,4
PLEASE DO ,1 SUB #2 <- ,2 SUB #1
DO ,2 SUB #2 <- ,5
PLEASE DO ,1 SUB #3 <- ,2 SUB #2
DO ,2 SUB #3 <- ,6
PLEASE DO ,1 SUB #4 <- ,2 SUB #3
DO ,2 SUB #4 <- ,7
PLEASE DO ,1 SUB #5 <- ,2 SUB #4
DO ,2 SUB #5 <- ,8
PLEASE DO ,1 SUB #6 <- ,2 SUB #5
DO ,2 SUB #6 <- ,9
PLEASE DO ,1 SUB #7 <- ,2 SUB #6
DO ,2 SUB #7 <- ,10
PLEASE DO ,1 SUB #8 <- ,2 SUB #7
DO ,2 SUB #8 <- ,11
PLEASE DO ,1 SUB #9 <- ,2 SUB #8
DO ,2 SUB #9 <- ,12
PLEASE DO ,1 SUB #10 <- ,2 SUB #9
PLEASE READ OUT ,1
PLEASE GIVE UP
```",703,0.2,0,0,0,0,0
"Complexity: 4[ 187, 218, 260, 295, 301, 314, 379, 410, 452, 46]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #187
DO ,4 <- #31
DO ,5 <- #42
DO ,6 <- #35
DO ,7 <- #6
DO ,8 <- #13
DO ,9 <- #65
DO ,10 <- #31
DO ,11 <- #42
DO ,12 <- #17
PLEASE DO ,2 SUB #1 <- ,3
PLEASE DO ,2 SUB #2 <- ,2 SUB #1 + ,4
PLEASE DO ,2 SUB #3 <- ,2 SUB #2 + ,5
PLEASE DO ,2 SUB #4 <- ,2 SUB #3 + ,6
PLEASE DO ,2 SUB #5 <- ,2 SUB #4 + ,7
PLEASE DO ,2 SUB #6 <- ,2 SUB #5 + ,8
PLEASE DO ,2 SUB #7 <- ,2 SUB #6 + ,9
PLEASE DO ,2 SUB #8 <- ,2 SUB #7 + ,10
PLEASE DO ,2 SUB #9 <- ,2 SUB #8 + ,11
PLEASE DO ,2 SUB #10 <- ,2 SUB #9 + ,12
DO ,20 <- #1
PLEASE DO (1000) NEXT
DO ,21 <- #10
PLEASE DO (1001) NEXT
DO ,22 <- #1
PLEASE RESUME #2
(1000) PLEASE FORGET #1
DO (2) NEXT
DO READ OUT ,2 SUB #1
PLEASE DO ,1 <- ,1 + ,22
DO (1002) NEXT
(1001) PLEASE GIVE UP
```",765,0.2,0,0,0,0,0
"Complexity: 4[ 29, 63, 95, 140, 150, 190, 221, 437, 482, 49]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #29
DO ,2 <- #63
DO ,3 <- #95
DO ,4 <- #140
DO ,5 <- #150
DO ,6 <- #190
DO ,7 <- #221
DO ,8 <- #437
DO ,9 <- #482
DO ,10 <- #491
DO ,11 <- #10
DO COME FROM (2)
(1) DO ,1 SUB #1 <- #0
DO ,11 SUB #1 <- #1
DO (2) NEXT
PLEASE DO ,12 <- #1
DO READ OUT ,1
DO READ OUT ,2
DO READ OUT ,3
DO READ OUT ,4
DO READ OUT ,5
DO READ OUT ,6
DO READ OUT ,7
DO READ OUT ,8
DO READ OUT ,9
DO READ OUT ,10
PLEASE GIVE UP
```",425,0.2,0,0,0,0,0
"Complexity: 4[ 3, 11, 84, 144, 156, 177, 188, 199, 229, 28]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #9
DO ,2 <- #3
DO ,3 <- #11
DO ,4 <- #84
DO ,5 <- #144
DO ,6 <- #156
DO ,7 <- #177
DO ,8 <- #188
DO ,9 <- #199
DO ,10 <- #229
DO ,11 <- #284
DO COME FROM (2)
PLEASE DO ,1 SUB #1 <- ,2
DO ,1 SUB #2 <- ,3
DO ,1 SUB #3 <- ,4
DO ,1 SUB #4 <- ,5
DO ,1 SUB #5 <- ,6
DO ,1 SUB #6 <- ,7
DO ,1 SUB #7 <- ,8
DO ,1 SUB #8 <- ,9
DO ,1 SUB #9 <- ,10
DO ,1 SUB #10 <- ,11
DO READ OUT ,1
PLEASE GIVE UP
```",412,0.2,0,0,0,0,0
"Complexity: 4[ 26, 94, 98, 137, 176, 301, 323, 330, 372, 44]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #0
DO ,4 <- #0
DO ,5 <- #0
DO ,6 <- #0
DO ,7 <- #0
DO ,8 <- #0
DO ,9 <- #0
DO ,10 <- #0
DO ,11 <- #0
DO ,12 <- #0
DO ,13 <- #0
DO ,14 <- #0
DO ,15 <- #0
DO ,16 <- #0
DO ,17 <- #0
DO ,18 <- #0
DO ,19 <- #0
DO ,20 <- #0
PLEASE DO ,1 SUB #1 <- #26
DO ,1 SUB #2 <- #94
DO ,1 SUB #3 <- #98
DO ,1 SUB #4 <- #137
DO ,1 SUB #5 <- #176
DO ,1 SUB #6 <- #301
DO ,1 SUB #7 <- #323
DO ,1 SUB #8 <- #330
DO ,1 SUB #9 <- #372
DO ,1 SUB #10 <- #444
DO COME FROM #2
DO ,2 SUB #1 <- #1
DO ,3 SUB #1 <- #2
DO ,4 SUB #1 <- #3
DO ,5 SUB #1 <- #4
DO ,6 SUB #1 <- #5
DO ,7 SUB #1 <- #6
DO ,8 SUB #1 <- #7
DO ,9 SUB #1 <- #8
DO ,10 SUB #1 <- #9
DO ,11 SUB #1 <- #10
DO ,12 SUB #1 <- #11
DO ,13 SUB #1 <- #12
DO ,14 SUB #1 <- #13
DO ,15 SUB #1 <- #14
DO ,16 SUB #1 <- #15
DO ,17 SUB #1 <- #16
DO ,18 SUB #1 <- #17
DO ,19 SUB #1 <- #18
DO ,20 SUB #1 <- #19
PLEASE DO READ OUT ,1
DO READ OUT ,1 SUB #1
DO READ OUT ,1 SUB #2
DO READ OUT ,1 SUB #3
DO READ OUT ,1 SUB #4
DO READ OUT ,1 SUB #5
DO READ OUT ,1 SUB #6
DO READ OUT ,1 SUB #7
DO READ OUT ,1 SUB #8
DO READ OUT ,1 SUB #9
DO READ OUT ,1 SUB #10
PLEASE GIVE UP
```",1137,0.2,0,0,0,0,0
"Complexity: 4[ 39, 81, 88, 210, 215, 378, 416, 430, 439, 49]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #39
DO ,2 <- #81
DO ,3 <- #88
DO ,4 <- #210
DO ,5 <- #215
DO ,6 <- #378
DO ,7 <- #416
DO ,8 <- #430
DO ,9 <- #439
DO ,10 <- #490
DO ,11 <- #10
DO COME FROM (2)
(1) DO ,1 SUB #1 <- #0
DO COME FROM (4)
(2) DO WRITE IN ,11
DO WRITE IN ,1
DO ,11 SUB #1 <- #1
PLEASE GIVE UP
```",294,0.2,0,0,0,0,0
"Complexity: 4[ 29, 57, 68, 120, 134, 140, 173, 197, 283, 31]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #29
DO ,2 <- #57
DO ,3 <- #68
DO ,4 <- #120
DO ,5 <- #134
DO ,6 <- #140
DO ,7 <- #173
DO ,8 <- #197
DO ,9 <- #283
DO ,10 <- #313
DO ,11 <- #10
DO COME FROM (2)
(1) DO ,1 SUB #1 <- #238
DO ,11 SUB #1 <- #0
DO COME FROM (3)
(2) DO WRITE IN ,1
DO WRITE IN ,2
DO WRITE IN ,3
DO WRITE IN ,4
DO WRITE IN ,5
DO WRITE IN ,6
DO WRITE IN ,7
DO WRITE IN ,8
DO WRITE IN ,9
DO WRITE IN ,10
DO WRITE IN ,11
(3) PLEASE GIVE UP
```",436,0.001,0,0,0,0,0
"Complexity: 4[ 24, 26, 36, 40, 184, 226, 244, 384, 391, 42]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #2
DO ,4 <- #4
DO ,5 <- #26
DO ,6 <- #36
DO ,7 <- #40
DO ,8 <- #184
DO ,9 <- #226
DO ,10 <- #244
DO ,11 <- #384
DO ,12 <- #391
DO ,13 <- #423
DO ,14 <- #0
PLEASE DO ,1 SUB #1 <- #10
DO ,14 SUB #1 <- #1
DO ,14 SUB #2 <- #2
DO ,14 SUB #3 <- #3
DO ,14 SUB #4 <- #4
DO ,14 SUB #5 <- #5
DO ,14 SUB #6 <- #6
DO ,14 SUB #7 <- #7
DO ,14 SUB #8 <- #8
DO ,14 SUB #9 <- #9
DO ,14 SUB #10 <- #10
DO ,14 SUB #11 <- #11
DO ,14 SUB #12 <- #12
DO ,14 SUB #13 <- #13
PLEASE READ OUT ,14
PLEASE GIVE UP
```",533,0.001,0,0,0,0,0
"Complexity: 4[ 90, 203, 212, 235, 270, 324, 342, 352, 371, 41]",4,0,INTERCAL,182,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #2
DO ,4 <- #0
DO ,5 <- #3
DO ,6 <- #2
DO ,7 <- #1
DO ,8 <- #2
DO ,9 <- #2
DO ,10 <- #3
DO ,11 <- #5
DO ,12 <- #2
DO ,13 <- #7
DO ,14 <- #0
DO ,15 <- #3
DO ,16 <- #2
DO ,17 <- #4
DO ,18 <- #3
DO ,19 <- #4
DO ,20 <- #2
DO ,21 <- #3
DO ,22 <- #5
DO ,23 <- #2
DO ,24 <- #3
DO ,25 <- #7
DO ,26 <- #1
DO ,27 <- #4
DO ,28 <- #1
DO ,29 <- #7
PLEASE DO ,30 <- #0
DO ,31 <- #3
DO ,32 <- #5
DO ,33 <- #2
DO ,34 <- #3
DO ,35 <- #7
DO ,36 <- #1
DO ,37 <- #4
DO ,38 <- #1
DO ,39 <- #7
PLEASE DO ,40 <- #0
DO ,1000 <- #10
DO ,1001 <- #1
DO COME FROM (1002)
DO ,1002 SUB #1 <- #1
DO (1002) NEXT
DO .1 <- ',1
DO .2 <- ',2
DO .3 <- ',3
DO .4 <- ',4
DO .5 <- ',5
DO .6 <- ',6
DO .7 <- ',7
DO .8 <- ',8
DO .9 <- ',9
DO .10 <- ',10
DO .11 <- ',11
DO .12 <- ',12
DO .13 <- ',13
DO .14 <- ',14
DO .15 <- ',15
DO .16 <- ',16
DO .17 <- ',17
DO .18 <- ',18
DO .19 <- ',19
DO .20 <- ',20
DO .21 <- ',21
DO .22 <- ',22
DO .23 <- ',23
DO .24 <- ',24
DO .25 <- ',25
DO .26 <- ',26
DO .27 <- ',27
DO .28 <- ',28
DO .29 <- ',29
DO .30 <- ',30
DO .31 <- ',31
DO .32 <- ',32
DO .33 <- ',33
DO .34 <- ',34
DO .35 <- ',35
DO .36 <- ',36
DO .37 <- ',37
DO .38 <- ',38
DO .39 <- ',39
DO .40 <- ',40
PLEASE GIVE UP
```",1225,0.001,0,0,0,0,0
"Complexity: 4[ 20, 48, 95, 234, 282, 296, 352, 402, 428, 48]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #4
DO ,4 <- #8
DO ,5 <- #9
DO ,6 <- #5
DO ,7 <- #2
DO ,8 <- #3
DO ,9 <- #4
DO ,10 <- #2
DO ,11 <- #8
DO ,12 <- #2
DO ,13 <- #2
DO ,14 <- #9
DO ,15 <- #6
DO ,16 <- #3
DO ,17 <- #5
DO ,18 <- #2
DO ,19 <- #4
DO ,20 <- #0
DO ,21 <- #2
DO ,22 <- #4
DO ,23 <- #2
DO ,24 <- #8
DO ,25 <- #4
DO ,26 <- #8
DO ,27 <- #1
PLEASE DO ,28 <- #0
(1) DO .1 <- #1
DO .2 <- #1
DO .3 <- #1
DO .4 <- #1
DO .5 <- #1
DO .6 <- #1
DO .7 <- #1
DO .8 <- #1
DO .9 <- #1
DO .10 <- #1
PLEASE DO COME FROM (2)
(2) PLEASE DO .1 SUB #1 <- ',1
DO .2 SUB #1 <- ',2
DO .3 SUB #1 <- ',3
DO .4 SUB #1 <- ',4
DO .5 SUB #1 <- ',5
DO .6 SUB #1 <- ',6
DO .7 SUB #1 <- ',7
DO .8 SUB #1 <- ',8
DO .9 SUB #1 <- ',9
DO .10 SUB #1 <- ',10
DO .1 SUB #2 <- ',11
DO .2 SUB #2 <- ',12
DO .3 SUB #2 <- ',13
DO .4 SUB #2 <- ',14
DO .5 SUB #2 <- ',15
DO .6 SUB #2 <- ',16
DO .7 SUB #2 <- ',17
DO .8 SUB #2 <- ',18
DO .9 SUB #2 <- ',19
DO .10 SUB #2 <- ',20
DO .1 SUB #3 <- ',21
DO .2 SUB #3 <- ',22
DO .3 SUB #3 <- ',23
DO .4 SUB #3 <- ',24
DO .5 SUB #3 <- ',25
DO .6 SUB #3 <- ',26
DO .7 SUB #3 <- ',27
DO .8 SUB #3 <- ',28
PLEASE DO READ OUT .1
DO READ OUT .2
DO READ OUT .3
DO READ OUT .4
DO READ OUT .5
DO READ OUT .6
DO READ OUT .7
DO READ OUT .8
DO READ OUT .9
DO READ OUT .10
PLEASE GIVE UP
```",1291,0.001,0,0,0,0,0
"Complexity: 4[ 62, 98, 130, 154, 290, 315, 324, 385, 408, 44]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #9
DO ,2 <- #10
DO ,3 <- #13
DO ,4 <- #10
DO ,5 <- #136
DO ,6 <- #25
DO ,7 <- #9
DO ,8 <- #61
DO ,9 <- #23
DO ,10 <- #39
DO ,11 <- #0
DO COME FROM (2)
PLEASE DO ,1 SUB #1 <- ,1
DO ,2 SUB #1 <- ,2
DO ,3 SUB #1 <- ,3
DO ,4 SUB #1 <- ,4
DO ,5 SUB #1 <- ,5
DO ,6 SUB #1 <- ,6
DO ,7 SUB #1 <- ,7
DO ,8 SUB #1 <- ,8
DO ,9 SUB #1 <- ,9
DO ,10 SUB #1 <- ,10
DO COME FROM (3)
DO READ OUT ,1
DO READ OUT ,2
DO READ OUT ,3
DO READ OUT ,4
DO READ OUT ,5
DO READ OUT ,6
DO READ OUT ,7
DO READ OUT ,8
DO READ OUT ,9
DO READ OUT ,10
DO (1) NEXT
```",554,0.001,0,0,0,0,0
"Complexity: 4[ 2, 42, 66, 102, 153, 195, 201, 252, 306, 39]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #2
DO ,2 <- #42
DO ,3 <- #66
DO ,4 <- #102
DO ,5 <- #153
DO ,6 <- #195
DO ,7 <- #201
DO ,8 <- #252
DO ,9 <- #306
DO ,10 <- #396
DO ,11 <- #0
DO COME FROM (2)
PLEASE DO ,1 SUB #1 <- ',1'
DO ,2 SUB #1 <- ',2'
DO ,3 SUB #1 <- ',3'
DO ,4 SUB #1 <- ',4'
DO ,5 SUB #1 <- ',5'
DO ,6 SUB #1 <- ',6'
DO ,7 SUB #1 <- ',7'
DO ,8 SUB #1 <- ',8'
DO ,9 SUB #1 <- ',9'
DO ,10 SUB #1 <- ',10'
DO ,11 SUB #1 <- ',11'
DO READ OUT ,1
DO READ OUT ,2
DO READ OUT ,3
DO READ OUT ,4
DO READ OUT ,5
DO READ OUT ,6
DO READ OUT ,7
DO READ OUT ,8
DO READ OUT ,9
DO READ OUT ,10
PLEASE GIVE UP
```",590,0.001,0,0,0,0,0
"Complexity: 4[ 128, 151, 153, 217, 224, 332, 382, 400, 450, 47]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #8
DO ,4 <- #151
DO ,5 <- #153
DO ,6 <- #217
DO ,7 <- #224
DO ,8 <- #332
DO ,9 <- #382
DO ,10 <- #400
DO ,11 <- #450
DO ,12 <- #478
DO COME FROM #2
PLEASE DO ,1 SUB #1 <- #256
DO ,2 SUB #1 <- #1
DO ,13 <- #0
DO ,14 <- #10
DO COME FROM #4
DO ,13 SUB #1 <- ,1 SUB #1
DO ,1 SUB #1 <- #0
DO ,14 SUB #1 <- #1
DO ,15 <- #1
DO ,16 <- #10
PLEASE DO COME FROM #5
DO ,15 SUB #1 <- ,2 SUB #1
DO ,2 SUB #1 <- #0
DO ,16 SUB #1 <- #1
DO ,17 <- #1
DO ,18 <- #10
PLEASE DO COME FROM #6
DO ,17 SUB #1 <- ,3 SUB #1
DO ,3 SUB #1 <- #0
DO ,18 SUB #1 <- #1
DO ,19 <- #1
DO ,20 <- #10
PLEASE DO COME FROM #7
DO ,19 SUB #1 <- ,4 SUB #1
DO ,4 SUB #1 <- #0
DO ,20 SUB #1 <- #1
DO ,21 <- #1
DO ,22 <- #10
PLEASE DO COME FROM #8
DO ,21 SUB #1 <- ,5 SUB #1
DO ,5 SUB #1 <- #0
DO ,22 SUB #1 <- #1
DO ,23 <- #1
DO ,24 <- #10
PLEASE DO COME FROM #9
DO ,23 SUB #1 <- ,6 SUB #1
DO ,6 SUB #1 <- #0
DO ,24 SUB #1 <- #1
DO ,25 <- #1
DO ,26 <- #10
PLEASE DO COME FROM #10
DO ,25 SUB #1 <- ,7 SUB #1
DO ,7 SUB #1 <- #0
DO ,26 SUB #1 <- #1
DO ,27 <- #1
DO ,28 <- #10
PLEASE DO COME FROM #11
DO ,27 SUB #1 <- ,8 SUB #1
DO ,8 SUB #1 <- #0
DO ,28 SUB #1 <- #1
DO ,29 <- #1
DO ,30 <- #10
PLEASE DO COME FROM #12
DO ,29 SUB #1 <- ,9 SUB #1
DO ,9 SUB #1 <- #0
DO ,30 SUB #1 <- #1
DO ,31 <- #1
DO ,32 <- #10
PLEASE DO COME FROM #13
DO ,31 SUB #1 <- ,10 SUB #1
DO ,10 SUB #1 <- #0
DO ,32 SUB #1 <- #1
DO ,33 <- #1
DO ,34 <- #10
PLEASE DO COME FROM #14
DO ,33 SUB #1 <- ,11 SUB #1
DO ,11 SUB #1 <- #0
DO ,34 SUB #1 <- #1
DO ,35 <- #1
DO ,36 <- #10
PLEASE DO COME FROM #15
DO ,35 SUB #1 <- ,12 SUB #1
DO ,12 SUB #1 <- #0
DO ,36 SUB #1 <- #1
PLEASE READ OUT ,13
PLEASE READ OUT ,15
PLEASE READ OUT ,17
PLEASE READ OUT ,19
PLEASE READ OUT ,21
PLEASE READ OUT ,23
PLEASE READ OUT ,25
PLEASE READ OUT ,27
PLEASE READ OUT ,29
PLEASE READ OUT ,31
PLEASE READ OUT ,33
PLEASE READ OUT ,35
PLEASE GIVE UP
```",1895,0.001,0,0,0,0,0
"Complexity: 4[ 26, 50, 114, 148, 160, 170, 274, 347, 432, 49]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #26
DO ,2 <- #50
DO ,3 <- #114
DO ,4 <- #148
DO ,5 <- #160
DO ,6 <- #170
DO ,7 <- #274
DO ,8 <- #347
DO ,9 <- #432
DO ,10 <- #497
DO ,11 <- #10
DO COME FROM (2)
(1) PLEASE DO ,1 SUB #1 <- #1
DO (1) NEXT
DO ,11 SUB #1 <- #0
DO (2) NEXT
PLEASE DO (3) NEXT
(2) DO ,11 SUB #1 <- #1
DO (1) NEXT
(3) PLEASE READ OUT ,1
PLEASE READ OUT ,2
PLEASE READ OUT ,3
PLEASE READ OUT ,4
PLEASE READ OUT ,5
PLEASE READ OUT ,6
PLEASE READ OUT ,7
PLEASE READ OUT ,8
PLEASE READ OUT ,9
PLEASE READ OUT ,10
PLEASE GIVE UP
```",524,0.001,0,0,0,0,0
"Complexity: 4[ 48, 94, 176, 177, 219, 276, 282, 283, 459, 48]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #48
DO ,2 <- #94
DO ,3 <- #176
DO ,4 <- #177
DO ,5 <- #219
DO ,6 <- #276
DO ,7 <- #282
DO ,8 <- #283
DO ,9 <- #459
DO ,10 <- #488
DO COME FROM #5
PLEASE DO ,1 SUB #1 <- #10
DO ,11 <- #1
PLEASE DO ,1 SUB #1 <- #9
DO ,12 <- #1
PLEASE DO ,1 SUB #1 <- #8
DO ,13 <- #1
PLEASE DO ,1 SUB #1 <- #7
DO ,14 <- #1
PLEASE DO ,1 SUB #1 <- #6
DO ,15 <- #1
PLEASE DO ,1 SUB #1 <- #5
DO ,16 <- #1
PLEASE DO ,1 SUB #1 <- #4
DO ,17 <- #1
PLEASE DO ,1 SUB #1 <- #3
DO ,18 <- #1
PLEASE DO ,1 SUB #1 <- #2
DO ,19 <- #1
PLEASE DO ,1 SUB #1 <- #11
PLEASE DO ,1 SUB #1 <- #12
PLEASE DO ,1 SUB #1 <- #13
PLEASE DO ,1 SUB #1 <- #14
PLEASE DO ,1 SUB #1 <- #15
PLEASE DO ,1 SUB #1 <- #16
PLEASE DO ,1 SUB #1 <- #17
PLEASE DO ,1 SUB #1 <- #18
PLEASE DO ,1 SUB #1 <- #19
DO READ OUT ,1
DO READ OUT ,2
DO READ OUT ,3
DO READ OUT ,4
DO READ OUT ,5
DO READ OUT ,6
DO READ OUT ,7
DO READ OUT ,8
DO READ OUT ,9
DO READ OUT ,10
PLEASE GIVE UP
```",931,0.001,0,0,0,0,0
"Complexity: 4[ 139, 252, 272, 281, 304, 361, 370, 415, 438, 50]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #5
DO ,4 <- #3
DO ,5 <- #1
DO ,6 <- #0
DO ,7 <- #139
DO ,8 <- #252
DO ,9 <- #272
DO ,10 <- #281
DO ,11 <- #304
DO ,12 <- #361
DO ,13 <- #370
DO ,14 <- #415
DO ,15 <- #438
DO ,16 <- #500
PLEASE DO ,1000 <- #10
DO ,1001 SUB #1 <- #1
DO ,1002 SUB #1 <- #1
DO ,1003 SUB #1 <- #1
DO ,1004 SUB #1 <- #1
DO ,1005 SUB #1 <- #1
DO ,1006 SUB #1 <- #1
DO ,1007 SUB #1 <- #1
DO ,1008 SUB #1 <- #1
DO ,1009 SUB #1 <- #1
DO ,1010 SUB #1 <- #1
DO ,1011 SUB #1 <- #1
DO ,1012 SUB #1 <- #1
DO ,1013 SUB #1 <- #1
DO ,1014 SUB #1 <- #1
DO ,1015 SUB #1 <- #1
DO ,1016 SUB #1 <- #1
PLEASE READ OUT ,7
PLEASE READ OUT ,8
PLEASE READ OUT ,9
PLEASE READ OUT ,10
PLEASE READ OUT ,11
PLEASE READ OUT ,12
PLEASE READ OUT ,13
PLEASE READ OUT ,14
PLEASE READ OUT ,15
PLEASE READ OUT ,16
PLEASE GIVE UP
```",821,0.001,0,0,0,0,0
"Complexity: 4[ 15, 95, 115, 195, 240, 318, 326, 350, 432, 45]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #15
DO ,4 <- #95
DO ,5 <- #115
DO ,6 <- #195
DO ,7 <- #240
DO ,8 <- #318
DO ,9 <- #326
DO ,10 <- #350
DO ,11 <- #432
DO ,12 <- #450
DO COME FROM ,1
PLEASE DO ,1 SUB #1 <- ,3
DO ,1 SUB #2 <- ,4
DO ,1 SUB #3 <- ,5
DO ,1 SUB #4 <- ,6
DO ,1 SUB #5 <- ,7
DO ,1 SUB #6 <- ,8
DO ,1 SUB #7 <- ,9
DO ,1 SUB #8 <- ,10
DO ,1 SUB #9 <- ,11
DO ,1 SUB #10 <- ,12
DO ,2 SUB #1 <- #10
DO (2) NEXT
DO READ OUT ,1
DO ,3 <- #1
PLEASE DO (3) NEXT
```",475,0.001,0,0,0,0,0
"Complexity: 4[ 134, 224, 293, 378, 379, 395, 434, 451, 482, 49]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #123
DO ,2 <- #9
DO ,3 <- #10
DO ,4 <- #13
DO ,5 <- #14
DO ,6 <- #16
DO ,7 <- #39
DO ,8 <- #17
DO ,9 <- #31
DO ,10 <- #14
PLEASE DO ,11 <- #1
DO ,12 <- #0
DO ,13 <- #4
DO ,14 <- #224
DO ,15 <- #293
DO ,16 <- #378
DO ,17 <- #379
DO ,18 <- #395
DO ,19 <- #434
DO ,20 <- #451
DO ,21 <- #482
DO ,22 <- #496
DO COME FROM (30)
(1) PLEASE DO ,12 <- ',11
DO ,11 SUB #1 <- ',12
DO ,13 SUB #1 <- #1
PLEASE DO (2) NEXT
(2) DO (3) NEXT
(3) DO (4) NEXT
(4) DO (5) NEXT
(5) DO (6) NEXT
(6) DO (7) NEXT
(7) DO (8) NEXT
(8) DO (9) NEXT
(9) DO (10) NEXT
(10) DO (11) NEXT
(11) DO (12) NEXT
(12) DO (13) NEXT
(13) DO (14) NEXT
(14) DO (15) NEXT
(15) DO (16) NEXT
(16) DO (17) NEXT
(17) DO (18) NEXT
(18) DO (19) NEXT
(19) DO (20) NEXT
(20) DO (21) NEXT
(21) DO (22) NEXT
(22) DO (23) NEXT
(23) DO (24) NEXT
(24) DO (25) NEXT
(25) DO (26) NEXT
(26) DO (27) NEXT
(27) DO (28) NEXT
(28) DO (29) NEXT
(29) DO (30) NEXT
(30) PLEASE DO READ OUT ,14
DO READ OUT ,15
DO READ OUT ,16
DO READ OUT ,17
DO READ OUT ,18
DO READ OUT ,19
DO READ OUT ,20
DO READ OUT ,21
DO READ OUT ,22
PLEASE GIVE UP
```",1092,0.001,0,0,0,0,0
"Complexity: 4[ 23, 93, 142, 145, 245, 266, 296, 317, 428, 49]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #3
DO ,4 <- #7
DO ,5 <- #0
DO ,6 <- #1
DO ,7 <- #4
DO ,8 <- #5
DO ,9 <- #8
DO ,10 <- #6
DO ,11 <- #23
DO ,12 <- #93
DO ,13 <- #142
DO ,14 <- #145
DO ,15 <- #245
DO ,16 <- #266
DO ,17 <- #296
DO ,18 <- #317
DO ,19 <- #428
DO ,20 <- #495
PLEASE DO ,1 SUB #1 <- #10
DO ,2 SUB #1 <- #10
DO ,3 SUB #1 <- #10
DO ,4 SUB #1 <- #10
DO ,5 SUB #1 <- #10
DO ,6 SUB #1 <- #10
DO ,7 SUB #1 <- #10
DO ,8 SUB #1 <- #10
DO ,9 SUB #1 <- #10
DO ,10 SUB #1 <- #10
DO ,11 SUB #1 <- #10
DO ,12 SUB #1 <- #10
DO ,13 SUB #1 <- #10
DO ,14 SUB #1 <- #10
DO ,15 SUB #1 <- #10
DO ,16 SUB #1 <- #10
DO ,17 SUB #1 <- #10
DO ,18 SUB #1 <- #10
DO ,19 SUB #1 <- #10
DO ,20 SUB #1 <- #10
DO .1 <- #1
DO .2 <- #2
DO .3 <- #3
DO .4 <- #4
DO .5 <- #5
DO .6 <- #6
DO .7 <- #7
DO .8 <- #8
DO .9 <- #9
DO .10 <- #10
DO .11 <- #11
DO .12 <- #12
DO .13 <- #13
DO .14 <- #14
DO .15 <- #15
DO .16 <- #16
DO .17 <- #17
DO .18 <- #18
DO .19 <- #19
DO .20 <- #20
PLEASE GIVE UP
```",979,0.001,0,0,0,0,0
